semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,table_id,seq,level,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
1580,鑑ヘッダ,NC04-02,NC04,02,2,0..1,鑑ヘッダ参照文書発行日,BBIE,Reference_ReferencedDocument,IssueDateTime,Date,,インボイス文書が参照する参照文書の発行日,UN01005582,BBIE,1370,IID13,（鑑ヘッダ参照）文書発行日,インボイス文書が参照する参照文書の発行日,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:IssueDateTime/udt:DateTimeString,,,,,,,,,,
1590,鑑ヘッダ,NC04-03,NC04,03,2,0..1,鑑ヘッダ参照文書参照タイプコード,BBIE,Reference_ReferencedDocument,ReferenceTypeCode,Code,,この調整で参照する前回インボイス文書の参照タイプを指定するコード　（デフォルト属性）OI  (Previous invoice number),UN01005586,BBIE,1380,IID14,（鑑ヘッダ参照）文書参照タイプコード,この調整で参照する前回インボイス文書の参照タイプを指定するコード　（デフォルト属性）OI  (Previous invoice number),?,1..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
1600,鑑ヘッダ,NC04-04,NC04,04,2,0..1,鑑ヘッダ参照文書履歴番号,BBIE,Reference_ReferencedDocument,RevisionID,Code,,インボイス文書が参照する文書の変更履歴を管理する番号。,UN01005588,BBIE,1390,IID15,（鑑ヘッダ参照）文書履歴番号,インボイス文書が参照する文書の変更履歴を管理する番号。,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:RevisionID,,,,,,,,,,
1610,鑑ヘッダ,NC04-05,NC04,05,2,0..1,鑑ヘッダ参照文書情報,BBIE,Reference_ReferencedDocument,Information,Code,,インボイス文書が参照する参照文書に記載の情報,UN01006415,BBIE,1400,,（鑑ヘッダ参照）文書情報,インボイス文書が参照する参照文書に記載の情報,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:Information,,,,,,,,,,
1620,鑑ヘッダ,NC04-06,NC04,06,2,1..1,鑑ヘッダ参照文書タイプコード,BBIE,Reference_ReferencedDocument,TypeCode,Code,,インボイス文書が参照する参照文書の文書タイプを識別するコード,UN01009672,BBIE,1410,IID16,（鑑ヘッダ参照）文書タイプコード,インボイス文書が参照する参照文書の文書タイプを識別するコード,?,1..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:TypeCode,,,,,,,,,,
1630,鑑ヘッダ,NC04-07,NC04,07,2,0..1,鑑ヘッダ参照文書サブタイプコード,BBIE,Reference_ReferencedDocument,SubtypeCode,Code,,インボイス文書が参照する参照文書のサブタイプコード,UN01014899,BBIE,1420,IID18,（鑑ヘッダ参照）文書サブタイプコード,インボイス文書が参照する参照文書のサブタイプコード,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
1640,鑑ヘッダ,NC04-NC05,NC04,NC05,2,0..1,鑑ヘッダ参照文書添付ファイル,ASBIE,Reference_ReferencedDocument,Reference,__,AttachmentBinaryObject,インボイス文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,UN01011455,BBIE,1430,IID17,（鑑ヘッダ参照）文書添付ファイル,インボイス文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:AttachmentBinaryObject,,,,,,,,,,
1650,鑑ヘッダ,NC05-01,NC05,01,3,1..1,鑑ヘッダ参照文書添付ファイルMIMEコード,BBIE,AttachmentBinaryObject,MIMECode,Code,,許可されているMIMEコード:\napplication/pdf\nimage/png\nimage/jpeg\ntext/csv\napplication/vnd.openxmlformats-officedocument.spreadsheetml.sheet\napplication/vnd.oasis.opendocument. Spreadsheet,,,1440,,,,,1..1,5,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:AttachmentBinaryObject/@mimeCode,,,,,,,,,,
1660,鑑ヘッダ,NC05-02,NC05,02,3,1..1,鑑ヘッダ参照文書添付ファイルのファイル名,BBIE,AttachmentBinaryObject,FileName,Code,,,,,1450,,,,,1..1,5,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:AttachmentBinaryObject/@filename,,,,,,,,,,
1670,鑑ヘッダ,NC05-03,NC05,03,3,0..1,鑑ヘッダ参照文書添付ファイル外部ドキュメントのロケーション,BBIE,AttachmentBinaryObject,URI,Code,,外部ドキュメントの所在を示すURL（ユニフォームリソースロケータ）,,,1460,,,,,0..1,5,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:ReferenceCIReferencedDocument/ram:AttachmentBinaryObject/@uri,,,,,,,,,,
1680,鑑ヘッダ,NC00-NC06,NC00,NC06,1,0..n,添付バイナリファイル,ASBIE,Invoice,AttachedSpecified,Code,BinaryFile,添付バイナリファイルを記述するためのクラス,JPS2200015,ASBIE,1470,ICL4,付加文書／添付ファイルグループ,参照文書の添付バイナリファイルに関するグループ,,0..n,3,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile,,,,,,,,,,
1690,鑑ヘッダ,NC06-01,NC06,01,2,0..1,添付バイナリファイル識別子,BBIE,BinaryFile,ID,Code,,添付バイナリファイルの識別子,UN01006015,BBIE,1480,IID19,添付バイナリファイル識別子,添付バイナリファイルの識別子,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile/ram:ID,,,,,,,,,,
1700,鑑ヘッダ,NC06-02,NC06,02,2,1..1,添付バイナリファイルのMIMEコード,BBIE,BinaryFile,MIMECode,Code,,添付バイナリファイルのMIMEコード,UN01006021,BBIE,1490,IID22,添付バイナリファイルのMIMEコード,添付バイナリファイルのMIMEコード,?,1..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile/ram:MIMECode,,,,,,,,,,
1710,鑑ヘッダ,NC06-03,NC06,03,2,0..1,添付バイナリファイル名,BBIE,BinaryFile,FileName,Code,,添付バイナリファイルの名称,UN01006019,BBIE,1500,IID20,添付バイナリファイル名,添付バイナリファイルの名称,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile/ram:FileName,,,,,,,,,,
1720,鑑ヘッダ,NC06-04,NC06,04,2,0..1,添付バイナリファイルURI識別子,BBIE,BinaryFile,URIID,Code,,添付バイナリファイルの外部保管URI識別子,UN01006020,BBIE,1510,IID21,添付バイナリファイルURI識別子,添付バイナリファイルの外部保管URI識別子,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile/ram:URIID,,,,,,,,,,
1730,鑑ヘッダ,NC06-05,NC06,05,2,0..1,添付バイナリファイルの説明文,BBIE,BinaryFile,Description,Code,,添付バイナリファイルの説明文,UN01006026,BBIE,1520,IID23,添付バイナリファイルの説明文,添付バイナリファイルの説明文,,0..1,4,/rsm:SMEinvoice/rsm:CIIHExchangedDocument/ram:AttachedSpecifiedBinaryFile/ram:Description,,,,,,,,,,
1740,鑑ヘッダ,NC00-NC07,NC00,NC07,1,0..n,未決済合計金額参照文書,ASBIE,Invoice,Specified,Code,SettlementMonetarySummation_ReferencedDocument,未決済合計金額が参照する文書に関するグループ,UN01015493,ASBIE,2280,ICL45,未決済合計金額／参照文書グループ,未決済合計金額が参照する文書に関するグループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument,,,,,,,,,,
1750,鑑ヘッダ,NC07-01,NC07,01,2,1..1,未決済参照文書番号,BBIE,SettlementMonetarySummation_ReferencedDocument,IssuerAssignedID,Code,,未決済合計金額が参照する文書に記載の文書番号,UN01005580,BBIE,2290,IID197,未決済参照文書番号,未決済合計金額が参照する文書に記載の文書番号,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:IssuerAssignedID,,,,,,,,,,
1760,鑑ヘッダ,NC07-02,NC07,02,2,0..1,未決済参照文書発行日,BBIE,SettlementMonetarySummation_ReferencedDocument,IssueDateTime,Code,,未決済合計金額が参照する文書に記載の発行日付,UN01005582,BBIE,2300,IID198,未決済参照文書発行日,未決済合計金額が参照する文書に記載の発行日付,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:IssueDateTime/udt:DateTimeString,,,,,,,,,,
1770,鑑ヘッダ,NC07-03,NC07,03,2,0..1,未決済参照インボイス文書参照タイプコード,BBIE,SettlementMonetarySummation_ReferencedDocument,ReferenceTypeCode,Code,,未決済合計金額が参照する文書を識別するコード。\n属性＝「OI」Previous invoice number,UN01005586,BBIE,2310,IID199,未決済参照インボイス文書参照タイプコード,未決済合計金額が参照する文書を識別するコード。\n属性＝「OI」Previous invoice number,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
1780,鑑ヘッダ,NC07-04,NC07,04,2,0..1,未決済参照文書履歴番号,BBIE,SettlementMonetarySummation_ReferencedDocument,RevisionID,Code,,未決済合計金額が参照する文書の変更履歴を管理する番号。,UN01005588,BBIE,2320,IID200,未決済参照文書履歴番号,未決済合計金額が参照する文書の変更履歴を管理する番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
1790,鑑ヘッダ,NC07-05,NC07,05,2,0..1,未決済参照文書情報,BBIE,SettlementMonetarySummation_ReferencedDocument,Information,Code,,未決済合計金額が参照する文書に関する情報,UN01006415,BBIE,2330,IID201,未決済参照文書情報,未決済合計金額が参照する文書に関する情報,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:Information,,,,,,,,,,
1800,鑑ヘッダ,NC07-06,NC07,06,2,1..1,未決済参照文書タイプコード,BBIE,SettlementMonetarySummation_ReferencedDocument,TypeCode,Code,,未決済合計金額が参照する文書のタイプを識別するコード,UN01009672,BBIE,2340,IID202,未決済参照文書タイプコード,未決済合計金額が参照する文書のタイプを識別するコード,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
1810,鑑ヘッダ,NC07-07,NC07,07,2,0..1,未決済参照文書添付ファイル,BBIE,SettlementMonetarySummation_ReferencedDocument,AttachmentBinaryObject,Code,,未決済合計金額の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合は鑑ヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,UN01011455,BBIE,2350,IID203,未決済参照文書添付ファイル,未決済合計金額の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合は鑑ヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:AttachmentBinaryObject,,,,,,,,,,
1820,鑑ヘッダ,NC07-08,NC07,08,2,0..1,未決済参照文書サブタイプコード,BBIE,SettlementMonetarySummation_ReferencedDocument,SubtypeCode,Code,,未決済合計金額が参照する文書のサブタイプを識別するコード,UN01014899,BBIE,2360,IID204,未決済参照文書サブタイプコード,未決済合計金額が参照する文書のサブタイプを識別するコード,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/ram:SpecifiedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
1830,鑑ヘッダ,NC00-NC08,NC00,NC08,1,0..n,鑑ヘッダ参照文書,ASBIE,Invoice,InvoiceReference,Code,FinancialAdjustment_ReferencedDocument,この調整で修正インボイス文書が参照する文書のクラス,UN01009671,ASBIE,3650,ICL41,インボイス文書調整／参照文書グループ,インボイス文書の調整でインボイス文書が参照する文書に関するグループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument,1220,IBG-03,0..n,1,PRECEDING INVOICE REFERENCE,先行請求書への参照,A group of business terms providing information on one or more preceding Invoices.,1つのあるいはそれ以上の先行請求書に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:BillingReference
1840,鑑ヘッダ,NC08-01,NC08,01,2,1..1,鑑ヘッダ参照文書番号,BBIE,FinancialAdjustment_ReferencedDocument,IssuerAssignedID,Code,,この調整でインボイス文書が参照する文書に記載の文書番号,UN01005580,BBIE,3660,IID179,インボイス参照文書番号,この調整でインボイス文書が参照する文書に記載の文書番号,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:IssuerAssignedID,1230,IBT-025,1..1,2,Preceding Invoice reference,先行請求書への参照,The identification of an Invoice that was previously sent by the Seller.,売り手が以前に送付した請求書番号。,,/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID
1850,鑑ヘッダ,NC08-02,NC08,02,2,0..1,鑑ヘッダ参照文書発行日,BBIE,FinancialAdjustment_ReferencedDocument,IssueDateTime,Code,,この調整でインボイスが参照する文書に記載の発行日付,UN01005582,BBIE,3670,IID180,インボイス参照文書発行日,この調整でインボイスが参照する文書に記載の発行日付,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:IssueDateTime/udt:DateTimeString,1240,IBT-026,0..1,2,Preceding Invoice issue date,先行請求書発行日,The date when the Preceding Invoice was issued.,先行請求書の発行日。,,/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:IssueDate
1860,鑑ヘッダ,NC08-03,NC08,03,2,1..1,鑑ヘッダ文書参照文書参照タイプコード,BBIE,FinancialAdjustment_ReferencedDocument,ReferenceTypeCode,Code,,この調整で参照する前回インボイス文書の参照タイプに関するコード＝OI  (Previous invoice number),UN01005586,BBIE,3680,IID181,インボイス文書参照文書参照タイプコード,この調整で参照する前回インボイス文書の参照タイプに関するコード＝OI  (Previous invoice number),,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
1870,鑑ヘッダ,NC08-04,NC08,04,2,0..1,鑑ヘッダ参照文書履歴番号,BBIE,FinancialAdjustment_ReferencedDocument,RevisionID,Code,,この調整でインボイスが参照する文書の変更履歴を管理する番号。,UN01005588,BBIE,3690,IID182,インボイス参照文書履歴番号,この調整でインボイスが参照する文書の変更履歴を管理する番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:RevisionID,,,,,,,,,,
1880,鑑ヘッダ,NC08-05,NC08,05,2,0..1,鑑ヘッダ参照文書タイプコード,BBIE,FinancialAdjustment_ReferencedDocument,TypeCode,Code,,この調整でインボイス文書が参照する文書のタイプを識別するコード,UN01009672,BBIE,3700,IID183,インボイス参照文書タイプコード,この調整でインボイス文書が参照する文書のタイプを識別するコード,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:TypeCode,,,,,,,,,,
1890,鑑ヘッダ,NC08-06,NC08,06,2,0..1,鑑ヘッダ参照文書サブタイプコード,BBIE,FinancialAdjustment_ReferencedDocument,SubtypeCode,Code,,この調整で修正インボイス文書が参照する文書のサブタイプを識別するコード,UN01014899,BBIE,3710,IID184,インボイス参照文書サブタイプコード,この調整で修正インボイス文書が参照する文書のサブタイプを識別するコード,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:SpecifiedCIFinancialAdjustment/ram:InvoiceReferenceCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
