Semmantic Sort,ID,Section,PINT Cardinality,Aligned,Aligned Cardinality,Level,Business Term,名称,Semantic datatype,Desc,定義,Explanation,解説,Example,Syntax Sort,UBL element,UBL datatype,UBL syntax binding,selectors,UBL syntax binding XPath,Restricted syntax cardinality,UBL Occurrence
2860,ibt-121,Aligned,0..1,Aligned,0..0,1,TAX exemption reason code,非課税理由コード,Code,A coded statement of the reason for why the amount is exempted from TAX.,非課税または課税されない理由をコードで表現。,,日本では使用しない。,,3460,cbc:TaxExemptionReasonCode,udt:CodeType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..0,0..1
2850,ibt-120,Aligned,0..1,Aligned,0..0,1,TAX exemption reason text,非課税理由テキスト,Text,A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged,非課税または課税されない理由をテキストで表現。,,日本では使用しない。,,3470,cbc:TaxExemptionReason,udt:TextType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,0..0,0..n
,,,,,,,,,,,,,,,3480,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,3490,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,1..1,0..1
2740,ibg-37,Aligned,0..1,,0..1,0,DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY,会計通貨での請求書総合計金額,,A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.,請求書の合計金額を税務会計通貨で提供するビジネス用語のグループ。,,,,3500,cac:TaxTotal,cac:TaxTotalType,ubl:Invoice/cac:TaxTotal,cac:TaxTotal/TaxAmount/@currency = cbc:TaxCurrencyCode,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode],0..1,0..n
2750,ibt-111,Aligned,0..1,,0..1,1,Invoice total TAX amount in tax accounting currency,会計通貨での請求書消費税合計金額,Amount,The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,The currency code must be the one listed in the ISO 4217 Currency codes.,通貨コードは、ISO 4217 Currency codes で定められているものを使用しなければならない。,,3510,cbc:TaxAmount,udt:AmountType,ubl:Invoice/cac:TaxTotal/cbc:TaxAmount,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cbc:TaxAmount,1..1,1..1
,,,,,,,,,,,,,,,3520,@currencyID,xsd:normalizedString,ubl:Invoice/cac:TaxTotal/cbc:TaxAmount/@currencyID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cbc:TaxAmount/@currencyID,1..1,1..1
2760,ibg-38,Aligned,0..1,Aligned,1..n,1,TAX BREAKDOWN IN ACCOUNTING CURRENCY,会計通貨での税内訳情報,,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons in the invoice accounting currency.",請求書の会計通貨でのさまざまな課税分類、税率、および免税理由による消費税の内訳に関する情報を提供するビジネス用語のグループ。,,,,3530,cac:TaxSubtotal,cac:TaxSubtotalType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal,1..n,0..n
2770,ibt-190,Aligned,0..1,,0..1,2,TAX category tax amount in accounting currency,会計通貨での課税分類毎の消費税額,Amount,The total TAX amount for a given TAX category in the invoice accounting currency.,課税分類での請求書消費税合計の会計通貨での金額。,,,,3540,cbc:TaxAmount,udt:AmountType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,1..1,1..1
,,,,,,,,,,,,,,,3550,@currencyID,xsd:normalizedString,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3560,cac:TaxCategory,cac:TaxCategoryType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory,1..1,1..1
2780,ibt-192,Aligned,0..1,Aligned,1..1,2,TAX category code for tax category tax amount in accounting currency,会計通貨での課税分類コード,Code,Coded identification of a TAX category in the invoice accounting currency., 請求書会計通貨での課税分類のコード化された識別子。,,,,3570,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,1..1,0..1
2790,ibt-193,Aligned,0..1,,0..1,2,TAX category rate for tax category tax amount in accounting currency,会計通貨での課税分類毎の税率,Percentage,"The TAX rate	 represented as percentage that applies for the relevant TAX category in the invoice accounting currency.",会計通貨での該当する課税分類に適用されるパーセンテージとして表した税率。,,,,3580,cbc:Percent,udt:PercentType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,0..1,0..1
2640,ibg-22,Shared,1..1,,1..1,0,DOCUMENT TOTALS,請求書総合計金額,,A group of business terms providing the monetary totals for the Invoice.,請求書合計金額に係る情報を提供するビジネス用語のグループ。,,,,3590,cac:LegalMonetaryTotal,cac:MonetaryTotalType,ubl:Invoice/cac:LegalMonetaryTotal,,/ubl:Invoice/cac:LegalMonetaryTotal,1..1,1..1
2650,ibt-106,Shared,1..1,,1..1,1,Sum of Invoice line net amount,値引後請求書明細行金額の合計,Amount,Sum of all Invoice line net amounts in the Invoice.,値引後明細行金額の合計金額。,"Since there is no business custom of cash discount in Japan	 ""net amount"" is interpreted as after discount. ",日本には現金割引の慣習がないため、値引後と解釈する。,250000,3600,cbc:LineExtensionAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,1..1,1..1
,,,,,,,,,,,,,,JPY,3610,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount/@currencyID,1..1,1..1
2680,ibt-109,Shared,1..1,,1..1,1,Invoice total amount without TAX,請求書合計金額(税抜き),Amount,The total amount of the Invoice without TAX.,請求書合計金額(税抜き)。,,ibt-109 請求書合計金額(税抜き) = Σibt-116 課税分類毎の課税基準額。,250000,3620,cbc:TaxExclusiveAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,1..1,0..1
,,,,,,,,,,,,,,JPY,3630,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount/@currencyID,1..1,1..1
2700,ibt-112,Shared,1..1,,1..1,1,Invoice total amount with TAX,請求書合計金額(税込み),Amount,The total amount of the Invoice with tax.,請求書合計金額(税込み)。,,ibt-112 請求書合計金額(税込み) = ibt-109 請求書合計金額(税抜き) + ibt-110 請求書消費税合計金額。,275000,3640,cbc:TaxInclusiveAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,1..1,0..1
,,,,,,,,,,,,,,JPY,3650,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount/@currencyID,1..1,1..1
2660,ibt-107,Shared,0..1,,0..1,1,Sum of allowances on document level,請求書レベルの返金の合計,Amount,Sum of all allowances on document level in the Invoice.,請求書レベルの返金の合計。,,,3000,3660,cbc:AllowanceTotalAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,0..1,0..1
,,,,,,,,,,,,,,JPY,3670,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount/@currencyID,1..1,1..1
2670,ibt-108,Shared,0..1,,0..1,1,Sum of charges on document level,請求書レベルの追加請求の合計,Amount,Sum of all charges on document level in the Invoice.,請求書レベルの追加請求の合計。,,,3000,3680,cbc:ChargeTotalAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,0..1,0..1
,,,,,,,,,,,,,,JPY,3690,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount/@currencyID,1..1,1..1
2710,ibt-113,Shared,0..1,,0..1,1,Paid amount,支払済金額,Amount,The sum of amounts which have been paid in advance.,事前に支払われた金額の合計。,,,,3700,cbc:PrepaidAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,0..1,0..1
,,,,,,,,,,,,,,,3710,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount/@currencyID,1..1,1..1
2720,ibt-114,Shared,0..1,,0..1,1,Rounding amount,丸めるための金額,Amount,The amount to be added to the invoice total to round the amount to be paid.,支払金額に丸めるために請求書の合計金額に追加される金額。,,,,3720,cbc:PayableRoundingAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,0..1,0..1
,,,,,,,,,,,,,,,3730,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount/@currencyID,1..1,1..1
2730,ibt-115,Shared,1..1,,1..1,1,Amount due for payment,差引請求金額,Amount,The outstanding amount that is requested to be paid.,買い手が支払を要求されている差引請求金額。,,,275000,3740,cbc:PayableAmount,udt:AmountType,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,1..1,1..1
,,,,,,,,,,,,,,JPY,3750,@currencyID,xsd:normalizedString,ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID,,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID,1..1,1..1
2940,ibg-25,Shared,1..n,,1..n,0,INVOICE LINE,請求書明細行,,A group of business terms providing information on individual Invoice lines.,請求書明細行に関する情報を提供するビジネス用語のグループ。,,,,3760,cac:InvoiceLine,cac:InvoiceLineType,ubl:Invoice/cac:InvoiceLine,,/ubl:Invoice/cac:InvoiceLine,1..n,1..n
2950,ibt-126,Shared,1..1,,1..1,1,Invoice line identifier,請求書明細行ID,Identifier,A unique identifier for the individual line within the Invoice.,この請求書内で個々の明細行を一意に識別するためのID。,,,1,3770,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cbc:ID,,/ubl:Invoice/cac:InvoiceLine/cbc:ID,1..1,1..1
2960,ibt-127,Shared,0..1,,0..1,1,Invoice line note,請求書明細行注釈,Text,A textual note that gives unstructured information that is relevant to the Invoice line.,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,,,,3780,cbc:Note,udt:TextType,ubl:Invoice/cac:InvoiceLine/cbc:Note,,/ubl:Invoice/cac:InvoiceLine/cbc:Note,0..1,0..n
3020,ibt-129,Shared,1..1,,1..1,1,Invoiced quantity,請求する数量,Quantity,The quantity of items (goods or services) that is charged in the Invoice line.,請求書明細行で請求する品目(財又はサービス)の数量。,"In the numerical representation	 for data type quantity	 the decimal point is . (period)	 and the integer part is not separated by 1000 units.","【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードがDZNであれば、数量は、10。
Ｉｂｔ-131 = ibt-146 x ibt-129 / ibt-149 = 1200*10/1 = 12	000
【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードがEAであれば、ibt-149 品目単価基準数量が1で、数量は、120 
Ｉｂｔ-131 = ibt-146 x ibt-129 / ibt-149 = 100*120/1 = 12	000
いづれの場合もibt-149品目単価基準数量はデフォルト値の1。数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。",5,3790,cbc:InvoicedQuantity,udt:QuantityType,ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,,/ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,1..1,0..1
3030,ibt-130,Shared,1..1,,1..1,1,Invoiced quantity unit of measure code,請求する数量の数量単位コード,Code,The unit of measure that applies to the invoiced quantity.,請求数量に適用する数量単位コード。,,"数量単位は	 UN/ECE勧告のリストから選択しなければならない。 
勧告第 20 号： 国際取引に用いられる単位のコード および 
勧告第 21 号： 乗客、貨物種類、梱包、梱包材コードに記載された方法を適用する。　
ほとんどの場合、買い手と売り手がソフトウェアにこれらのリストを完全に実装する必要はない。　売り手は、自社の商品やサービスに必要な単位をサポートするだけでよいし、買い手は、請求書で使用されている単位が他の文書で使用されている単位と等しいことを確認するだけで済む(契約書、カタログ、注文書、および出荷案内書など)。　",H87,3800,@unitCode,xsd:normalizedString,ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,,/ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,1..1,0..1
3040,ibt-131,Shared,1..1,,1..1,1,Invoice line net amount,値引後請求書明細行金額(税抜き),Amount,The total amount of the Invoice line (before tax).,値引後の請求書明細行の合計金額(税抜き)。,,"ibt−131 値引後請求書明細行金額(税抜き) = 
  ibt-146 品目単価(値引/割引後)(税抜き) × (ibt-129 請求される数量 ÷ ibt-149 品目単価基準数量) + 
  Σ ibt-141 請求書明細行の追加請求金額(税抜き) −    
  Σ ibt-136 請求書明細行の返金金額(税抜き)
欧州規格では、消費税課税対象金額(税抜き)は小数点以下第2位に四捨五入する必要があるため、計算のさまざまな部分を個別に四捨五入する必要があることに注意。
請求される数量 の結果は、小数点以下第2位に四捨五入する必要がある。
請求書明細行の追加請求金額(税抜き)の合計 及び請求書明細行の追加請求金額(税抜き)の合計も個別に四捨五入される。
",250000,3810,cbc:LineExtensionAmount,udt:AmountType,ubl:Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,,/ubl:Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,1..1,1..1
,,,,,,,,,,,,,,JPY,3820,@currencyID,xsd:normalizedString,ubl:Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID,,/ubl:Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID,1..1,1..1
3035,ibt-201,Distinct,,,0..1,1,Tax inclusive line net amount (UBL 2.3),値引後請求書明細行金額(税込み),Amount,The total amount of the Invoice line (after tax).,値引後の請求書明細行の合計金額(税込み)。,,,,3815,cbc:TaxInclusiveLineExtensionAmount,udt:AmountType,ubl:Invoice/cac:InvoiceLine/cbc:TaxInclusiveLineExtensionAmount,,/ubl:Invoice/cac:InvoiceLine/cbc:TaxInclusiveLineExtensionAmount,0..1,0..1
3080,ibt-133,Shared,0..1,,0..1,1,Invoice line Buyer accounting reference,請求書明細行買い手会計参照,Text,A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。,,必要に応じて、請求書を発するときに、この参照情報を買い手が売り手に提供する。,,3830,cbc:AccountingCost,udt:TextType,ubl:Invoice/cac:InvoiceLine/cbc:AccountingCost,,/ubl:Invoice/cac:InvoiceLine/cbc:AccountingCost,0..1,0..1
3090,ibg-26,Shared,0..1,,0..1,1,INVOICE LINE PERIOD,請求書明細行の期間,,A group of business terms providing information about the period relevant for the Invoice line.,請求書明細行に関連する期間に関する情報,,,,3840,cac:InvoicePeriod,cac:PeriodType,ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod,,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod,0..1,0..n
3100,ibt-134,Shared,0..1,,0..1,2,Invoice line period start date,請求書明細行の期間開始日,Date,The date when the Invoice period for this Invoice line starts.,請求書明細行の請求期間が開始する日付,The date is described in the Christian era and is YYYY-MM-DD. ,日付表示は西暦表示で、YYYY-MM-DD となる。,2023-10-18,3850,cbc:StartDate,udt:DateType,ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,0..1,0..1
3110,ibt-135,Shared,0..1,,0..1,2,Invoice line period end date,請求書明細行の期間終了日,Date,The date when the Invoice period for this Invoice line ends.,請求書明細行の請求期間が終了する日付,The date is described in the Christian era and is YYYY-MM-DD. ,日付表示は西暦表示で、YYYY-MM-DD となる。,2023-10-18,3860,cbc:EndDate,udt:DateType,ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,0..1,0..1
,,,,,,,,,,,,,,,3870,cac:OrderLineReference,cac:OrderLineReferenceType,ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference,,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference,0..1,0..n
3060,ibt-132,Shared,0..1,,0..1,1,Referenced purchase order line reference,購買発注明細行参照,Document Reference,"An identifier for a referenced line within a purchase order	 issued by the Buyer.",買い手が付番した発注書内の明細行を参照するためのID。,,,2023-POIU-8745#001,3880,cbc:LineID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,1..1,1..1
,,,,,,,,,,,,,,,3890,cac:OrderReference,cac:OrderReferenceType,ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference,,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference,0..1,0..1
3050,ibt-183,Aligned,0..1,,0..1,1,Purchase order reference,購買発注書参照,Document Reference,"An identifier for a referenced purchase order	 issued by the Buyer.",買い手が付番した発注番号を参照するためのID。,,,2023-POIU-8745,3900,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,1..1,1..1
,,,,,,,,,,,,,,,3910,cac:DespatchLineReference,cac:LineReferenceType,ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference,,/ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference,0..1,0..n
,,,,,,,,,,,,,,,3920,cbc:LineID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID,,/ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID,1..1,1..1
,,,,,,,,,,,,,,,3930,cac:DocumentReference,cac:DocumentReferenceType,ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference,,/ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference,0..1,0..1
3070,ibt-184,Aligned,0..1,,0..1,1,Despatch advice reference,出荷案内書参照,Document Reference,An identifier for a referenced despatch advice.,この請求書が参照する出荷案内書を参照するためのID。,"When an invoice is charging items that have been delivered with separate dispatches the references should be provided on the line level as follows. 
When the invoiced quantity of an item has been delivered by more than one dispatch the invoice shall have separate lines for each dispatch. 
When dispatches are referenced on line level there shall not be a reference on document level.","請求書が個別の出荷で配達された品目について請求している場合、次のように明細行での参照を提供する必要がある。 
品目の請求された数量が複数の出荷によって配送された場合、請求書には発送ごとに別々の行を定義する。
出荷が明細行で参照される場合、文書レベルでの参照はない。",,3940,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,,/ubl:Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,1..1,1..1
2970,ibg-36,Aligned,0..1,,0..1,1,LINE DOCUMENT REFERENCE,明細行文書参照,,"An identifier for an object on which the invoice line is based	 given by the Seller.",売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。,,,,3950,cac:DocumentReference,cac:DocumentReferenceType,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference,cbc:DocumentTypeCode != 130,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')],0..1,0..n
2980,ibt-188,Aligned,1..1,,1..1,2,Invoice line document identifier,明細行文書ID,Identifier,An identifiers for a document that the invoice line referes to.,請求書明細行が参照する文書のID,,,,3960,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID,,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID,1..1,1..1
2990,ibt-189,Aligned,0..1,,0..1,2,Document type code,文書タイプコード,Code,A code that qualifies the type of the document that is referenced.,参照する文書の種類を規定するコード,,,,3970,cbc:DocumentTypeCode,udt:CodeType,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentTypeCode,,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentTypeCode,0..1,0..1
,,,,,,,,,,,,,,,3980,cac:DocumentReference,cac:DocumentReferenceType,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference,cbc:DocumentTypeCode = 130,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130'],0..1,0..n
3000,ibt-128,Shared,0..1,,0..1,1,Invoice line object identifier,請求書明細行オブジェクトID,Identifier,"An identifier for an object on which the invoice line is based	 given by the Seller.",売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。(注：必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。）,,,,3990,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID,,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID,1..1,1..1
3010,ibt-128-1,Shared,0..1,,0..1,2,Invoice line object identifier Scheme identifier,スキーマID,Code,An identifiers for a document that the invoice line referes to.,請求書が参照する文書を識別するためのスキーマID。注：受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list  から選択した、スキーマIDを使用しなければならない。,,,,4000,@schemeID,xsd:normalizedString,ubl:Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID/@schemeID,,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID,0..1,0..1
3120,ibg-27,Shared,0..n,,0..n,1,INVOICE LINE ALLOWANCES,請求書明細行の返金,,A group of business terms providing information about allowances applicable to the individual Invoice line.,請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。,,,,4010,cac:AllowanceCharge,cac:AllowanceChargeType,ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge,cbc:ChargeIndicator = false,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n,0..n
,,,,,,,,,,,,,,,4020,cbc:ChargeIndicator,udt:IndicatorType,ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:ChargeIndicator,,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1,1..1
3170,ibt-140,Shared,0..1,,0..1,2,Invoice line allowance reason code,請求書明細行の返金理由コード,Code,"The reason for the Invoice line allowance	 expressed as a code.",請求書明細行の返金理由をコードで表現。,,,,4030,cbc:AllowanceChargeReasonCode,udt:CodeType,ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode,,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,0..1,0..1
3160,ibt-139,Shared,0..1,,0..1,2,Invoice line allowance reason,請求書明細行の返金理由,Text,"The reason for the Invoice line allowance	 expressed as text.",請求書明細行の返金理由をテキストで表現。,,,,4040,cbc:AllowanceChargeReason,udt:TextType,ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason,,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,0..1,0..n
3150,ibt-138,Shared,0..1,,0..1,2,Invoice line allowance percentage,請求書明細行の返金の率,Percentage,"The percentage that may be used	 in conjunction with the Invoice line allowance base amount	 to calculate the Invoice line allowance amount.",請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。,,,,4050,cbc:MultiplierFactorNumeric,udt:NumericType,ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric,,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,0..1,0..1
