seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
88,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,受注者郵便番号,受注者の郵便番号。,0..1,,JC32_1_JC23_13,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ PostalCITradeAddress/ PostcodeCode,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_13
89,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,受注者住所1,受注者の住所1行目。,0..1,,JC32_1_JC23_14,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ PostalCITradeAddress/ LineOne,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_14
90,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,受注者住所2,受注者の住所2行目。,0..1,,JC32_1_JC23_15,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ PostalCITradeAddress/ LineTwo,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_15
91,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,受注者住所3,受注者の住所3行目。,0..1,,JC32_1_JC23_16,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ PostalCITradeAddress/ LineThree,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_16
92,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,受注者国ID,受注者の国ID。デフォルトは「JP」,1..1,,JC32_1_JC23_17,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ PostalCITradeAddress/ CountryID,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_17
93,ヘッダ部,UN01005765,ASBIE,,,,,,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,,,,,,,送信者／国際アドレスグループ,送信者の国際アドレスグループ,0..1,,,,,,,,,,
94,ヘッダ部,UN01005857,ABIE,,,,,,,CI_ Universal_ Communication. Details,,,,,,国際アドレスクラス,国際アドレスクラス（JP-PINTのアドレス方式に対応）,－,,,,,,,,,,
95,ヘッダ部,UN01005859,BBIE,,,,,,,,CI_ Universal_ Communication. Channel. Code,,,,,国際アドレス登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のコード（デジタル庁／JP-PINTに対応）,0..1,,JC32_1_JC23_18,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ EndPointURICIUniversalCommunication/ ChannelCode,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_18
96,ヘッダ部,UN01005860,BBIE,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,受注者国際アドレス,国際アドレス登録機関が付与する国際アドレス番号（わが国ではJP-PINTアドレスとしてデジタル庁が付与する番号）,0..1,,JC32_1_JC23_19,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SellerCITradeParty/ EndPointURICIUniversalCommunication/ CompleteNumber,JC32_1_JC23,,,,/JC00/JC32_1_JC23/JC32_1_JC23_19
97,ヘッダ部,UN01005880,ASBIE,,,,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,,,,,,,,,インボイス文書契約／発注者グループ,発注者に関するグループ。,1..1,1,JC33_2_JC23,1,05880_Buyer_05756,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty,JC33_2_JC23,,,,/JC00/JC33_2_JC23
98,ヘッダ部,UN01005756,ABIE,,,,,CI_ Trade_ Party. Details,,,,,,,,発注者クラス,発注者に関する情報からなるクラス。,－,,,,,,,,,,
99,ヘッダ部,UN01005757,BBIE,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,発注者ID,注文を行う企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,0..1,,JC33_2_JC23_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ ID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_01
100,ヘッダ部,UN01005758,BBIE,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,発注者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。中小企業共通EDIでは法人IDの利用を推奨,0..1,,JC33_2_JC23_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ GlobalID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_02
101,ヘッダ部,UN01005759,BBIE,,,,,,CI_ Trade_ Party. Name. Text,,,,,,,発注者名称,発注を行う企業/工場・事業所・事業部門等の名称,0..1,,JC33_2_JC23_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ Name,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_03
102,ヘッダ部,UN01013039,BBIE,,,,,,CI_ Trade_ Party. Registered_ Identification. Identifier,,,,,,,適格請求書発行事業者登録番号,登録された発注者の適格請求書発行事業者登録番号（免税事業者についてはなし）,0..1,,JC33_2_JC23_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ RegisteredID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_04
103,ヘッダ部,UN01012925,BBIE,,,,,,CI_ Trade_ Party. Type. Code,,,,,,,発注者タイプコード,事業者の消費税課税区分を識別するコード,0..1,,JC33_2_JC23_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ TypeCode,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_05
104,ヘッダ部,UN01005761,ASBIE,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,発注者／連絡先グループ,発注者の連絡先に関するグループ,0..1,,,,,,,,,,
105,ヘッダ部,UN01005718,ABIE,,,,,,,CI_ Trade_ Contact. Details,,,,,,発注者連絡先クラス,連絡先に関する情報からなるクラス。, -,,,,,,,,,,
106,ヘッダ部,UN01005719,BBIE,,,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,発注者部門ID,発注者の発注部門を表すID。,0..1,,JC33_2_JC23_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ ID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_06
107,ヘッダ部,UN01005720,BBIE,,,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,発注者担当名,発注者の発注担当者の名称,0..1,,JC33_2_JC23_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ PersonName,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_07
108,ヘッダ部,UN01005721,BBIE,,,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,発注者部門名,発注者の発注部門の名称。,0..1,,JC33_2_JC23_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ DepartmentName,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_08
109,ヘッダ部,UN01005725,BBIE,,,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,発注者担当ID,発注者個人を表すID,0..1,,JC33_2_JC23_09,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ PersonID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_09
110,ヘッダ部,UN01005726,ASBIE,,,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,連絡先／電話情報グループ,連絡先の電話に関するグループ。,0..1,,,,,,,,,,
111,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,電話通信クラス,通信（電話）に関する情報からなるクラス。,－,,,,,,,,,,
112,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,発注者電話番号,発注者の電話番号。,0..1,,JC33_2_JC23_10,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ TelephoneCIUniversalCommunication/ CompleteNumber,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_10
113,ヘッダ部,UN01005729,ASBIE,,,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,0..1,,,,,,,,,,
114,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,－,,,,,,,,,,
115,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,発注者FAX番号,発注者のFAX番号,0..1,,JC33_2_JC23_11,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ FaxCIUniversalCommunication/ CompleteNumber,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_11
116,ヘッダ部,UN01005730,ASBIE,,,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,0..1,,,,,,,,,,
117,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,－,,,,,,,,,,
118,ヘッダ部,UN01005858,BBIE,,,,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,発注者メールアドレス,発注者の電子メールアドレス。,0..1,,JC33_2_JC23_12,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ DefinedCITradeContact/ EmailURICIUniversalCommunication/ URIID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_12
119,ヘッダ部,UN01005762,ASBIE,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,発注者／住所グループ,発注者の住所に関するグループ。,0..1,,,,,,,,,,
120,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,発注者住所クラス,発注者住所に関する情報からなるクラス。,－,,,,,,,,,,
121,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,発注者郵便番号,発注者の郵便番号。,0..1,,JC33_2_JC23_13,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ PostalCITradeAddress/ PostcodeCode,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_13
122,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,発注者住所1,発注者の住所1行目。,0..1,,JC33_2_JC23_14,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ PostalCITradeAddress/ LineOne,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_14
123,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,発注者住所2,発注者の住所2行目。,0..1,,JC33_2_JC23_15,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ PostalCITradeAddress/ LineTwo,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_15
124,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,発注者住所3,発注者の住所3行目。,0..1,,JC33_2_JC23_16,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ PostalCITradeAddress/ LineThree,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_16
125,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,発注者国ID,発注者の国ID。デフォルトは「JP」,1..1,,JC33_2_JC23_17,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ PostalCITradeAddress/ CountryID,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_17
126,ヘッダ部,UN01005765,ASBIE,,,,,,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,,,,,,,送信者／国際アドレスグループ,送信者の国際アドレスグループ,0..1,,,,,,,,,,
127,ヘッダ部,UN01005857,ABIE,,,,,,,CI_ Universal_ Communication. Details,,,,,,国際アドレスクラス,国際アドレスクラス（JP-PINTのアドレス方式に対応）,－,,,,,,,,,,
128,ヘッダ部,UN01005859,BBIE,,,,,,,,CI_ Universal_ Communication. Channel. Code,,,,,国際アドレス登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のコード（デジタル庁／JP-PINTに対応）,0..1,,JC33_2_JC23_18,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ EndPointURICIUniversalCommunication/ ChannelCode,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_18
129,ヘッダ部,UN01005860,BBIE,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,発注者国際アドレス,国際アドレス登録機関が付与する国際アドレス番号（わが国ではJP-PINTアドレスとしてデジタル庁が付与する番号）,0..1,,JC33_2_JC23_19,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ BuyerCITradeParty/ EndPointURICIUniversalCommunication/ CompleteNumber,JC33_2_JC23,,,,/JC00/JC33_2_JC23/JC33_2_JC23_19
130,ヘッダ部,UN01011516,ASBIE,,,,CIIH_ Supply Chain_ Trade Agreement. Specified. Procuring_ Project,,,,,,,,,インボイス文書契約／プロジェクト調達グループ,プロジェクト調達に関するグループ,0..1,1,JC71_JC01,1,11516_00371,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SpecifiedProcuringProject,JC71_JC01,,,,/JC00/JC71_JC01
131,ヘッダ部,UN01000371,ABIE,,,,,Procuring_ Project. Details,,,,,,,,プロジェクト調達クラス,プロジェクト調達に関する情報のクラス,－,,,,,,,,,,
132,ヘッダ部,UN01000372,BBIE,,,,,,Procuring_ Project. Identification. Identifier,,,,,,,プロジェクトID,発注品に関するプロジェクト・工事案件等を管理するためのID。,0..1,,JC71_JC01_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SpecifiedProcuringProject/ ID,JC71_JC01,,,,/JC00/JC71_JC01/JC71_JC01_01
133,ヘッダ部,UN01000374,BBIE,,,,,,Procuring_ Project. Name. Text,,,,,,,プロジェクト名,発注品に関するプロジェクト・工事案件等の名称。,0..1,,JC71_JC01_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeAgreement/ SpecifiedProcuringProject/ Name,JC71_JC01,,,,/JC00/JC71_JC01/JC71_JC01_02
134,ヘッダ部,UN01005939,ASBIE,,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Settlement,,,,,,,,,,,インボイス文書取引内容／決済グループ,決済に関するグループ,1..1,1,JC43_JC34,1,05939_05909,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement,JC43_JC34,,,,/JC00/JC43_JC34
135,ヘッダ部,UN01005909,ABIE,,,CIIH_ Supply Chain_ Trade Settlement. Details,,,,,,,,,,インボイス文書決済クラス,インボイス文書の決済に関する情報からなるクラス。,－,,,,,,,,,,
136,ヘッダ部,UN01005913,BBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,,,,,,,,,税通貨コード,税の通貨コード。＝JPY（デフォルト）,0..1,,JC43_JC34_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ TaxCurrencyCode,JC43_JC34,,,,/JC00/JC43_JC34/JC43_JC34_01
137,ヘッダ部,UN01005914,BBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,,,,,,,,,文書通貨コード,インボイス文書の通貨コード。＝JPY（デフォルト）,1..1,,JC43_JC34_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode,JC43_JC34,,,,/JC00/JC43_JC34/JC43_JC34_02
138,ヘッダ部,UN01005915,BBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,,,,,,,,,支払通貨コード,請求支払通貨コード（デフォルトはJPY）,0..1,,JC43_JC34_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentCurrencyCode,JC43_JC34,,,,/JC00/JC43_JC34/JC43_JC34_03
139,ヘッダ部,UN01005916,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,,,,,,,,,インボイス文書決済／請求者グループ,請求者にかかわる情報,0..1,1,JC35_3_JC23,1,05916_Invoicer_05756,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty,JC35_3_JC23,,,,/JC00/JC35_3_JC23
140,ヘッダ部,UN01005756,ABIE,,,,,CI_ Trade_ Party. Details,,,,,,,,請求者クラス,請求者に関する情報からなるクラス。,－,,,,,,,,,,
141,ヘッダ部,UN01005757,BBIE,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,請求者ID,請求者のID。,0..1,,JC35_3_JC23_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ ID,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_01
142,ヘッダ部,UN01005758,BBIE,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,請求者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。中小企業共通EDIでは法人IDの利用を推奨,0..1,,JC35_3_JC23_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ GlobalID,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_02
143,ヘッダ部,UN01005759,BBIE,,,,,,CI_ Trade_ Party. Name. Text,,,,,,,請求者名称,請求者の企業等を表す名称。,0..1,,JC35_3_JC23_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ Name,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_03
144,ヘッダ部,UN01013039,BBIE,,,,,,CI_ Trade_ Party. Registered_ Identification. Identifier,,,,,,,請求者適格請求書発行事業者登録番号,登録された請求者の適格請求書発行事業者登録番号,0..1,,JC35_3_JC23_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ RegisteredID,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_04
145,ヘッダ部,UN01012925,BBIE,,,,,,CI_ Trade_ Party. Type. Code,,,,,,,請求者タイプコード,事業者の消費税課税区分を識別するコード,1..1,,JC35_3_JC23_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ TypeCode,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_05
146,ヘッダ部,UN01005761,ASBIE,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,請求者／連絡先グループ,請求者の連絡先に関する情報,0..1,,,,,,,,,,
147,ヘッダ部,UN01005718,ABIE,,,,,,,CI_ Trade_ Contact. Details,,,,,,請求者連絡先クラス,連絡先に関する情報からなるクラス。,－,,,,,,,,,,
148,ヘッダ部,UN01005719,BBIE,,,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,請求部門ID,請求者の請求部門を表すID。,0..1,,JC35_3_JC23_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ ID,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_06
149,ヘッダ部,UN01005720,BBIE,,,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,請求者担当名,請求者個人の、文字で表現された名前。,0..1,,JC35_3_JC23_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ PersonName,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_07
150,ヘッダ部,UN01005721,BBIE,,,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,請求者部門名,請求者の請求部門の名称。,0..1,,JC35_3_JC23_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ DepartmentName,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_08
151,ヘッダ部,UN01005725,BBIE,,,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,請求者担当ID,請求者個人を表すID,0..1,,JC35_3_JC23_09,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoicerCITradeParty/ DefinedCITradeContact/ PersonID,JC35_3_JC23,,,,/JC00/JC35_3_JC23/JC35_3_JC23_09
