num,GL,GL詳細,借方勘定科目セグメント,貸方勘定科目セグメント,事業セグメント,仕訳ID,ソースコード,ソース説明,ERPサブレジャーモジュール,システムマニュアル識別子,作成者ユーザーID,作成日,仕訳エントリタイプコード,仕訳エントリ行説明,記帳日,通貨コード,借方勘定科目番号,借方勘定科目名,借方財務諸表キャプション,借方金額,借方勘定科目セグメント番号,借方勘定科目セグメントコード,借方勘定科目セグメント名,貸方勘定科目番号,貸方勘定科目名,貸方財務諸表キャプション,貸方金額,貸方勘定科目セグメント番号,貸方勘定科目セグメントコード,貸方勘定科目セグメント名,事業セグメント順序番号,事業セグメントコード,組織タイプ名
158,0001-20090407-57-32-1-525,1,,,,,,,,,,,account,JR代,2009-04-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4657,部門,020,東京,111,現金,CashHand,4657,部門,000,共通部門,,,
160,0001-20090407-58-33-1-527,,,,,33-527,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
161,0001-20090407-58-33-1-527,0,,,,,,,,,,,account,旅費,2009-04-07,ISO4217:JPY,726,旅費交通費,TravelingExpense,66667,部門,020,東京,111,現金,CashHand,66667,部門,000,共通部門,,,
162,0001-20090407-58-33-1-527,1,,,,,,,,,,,account,旅費,2009-04-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3333,部門,020,東京,111,現金,CashHand,3333,部門,000,共通部門,,,
164,0001-20090407-69-34-1-529,,,,,34-529,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
165,0001-20090407-69-34-1-529,0,,,,,,,,,,,account,お茶代,2009-04-07,ISO4217:JPY,791,雑費,MiscellaneousExpense,1332,部門,020,東京,111,現金,CashHand,1332,部門,000,共通部門,,,
166,0001-20090407-69-34-1-529,1,,,,,,,,,,,account,お茶代,2009-04-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,66,部門,020,東京,111,現金,CashHand,66,部門,000,共通部門,,,
168,0001-20090407-69-34-1-529,3,,,,,,,,,,,account,コーヒー代,2009-04-07,ISO4217:JPY,791,雑費,MiscellaneousExpense,2839,部門,020,東京,111,現金,CashHand,2839,部門,000,共通部門,,,
169,0001-20090407-69-34-1-529,4,,,,,,,,,,,account,コーヒー代,2009-04-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,141,部門,020,東京,111,現金,CashHand,141,部門,000,共通部門,,,
170,0001-20090408-143-37-1-535,,,,,37-535,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
171,0001-20090408-143-37-1-535,0,,,,,,,,,,,account,ガソリン代,2009-04-08,ISO4217:JPY,740,車両費,VehiclesExpense,6796,部門,040,大阪,111,現金,CashHand,6796,部門,000,共通部門,,,
172,0001-20090408-143-37-1-535,1,,,,,,,,,,,account,ガソリン代,2009-04-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,339,部門,040,大阪,111,現金,CashHand,339,部門,000,共通部門,,,
174,0001-20090408-50-36-1-533,,,,,36-533,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
175,0001-20090408-50-36-1-533,0,,,,,,,,,,,account,高速代,2009-04-08,ISO4217:JPY,740,車両費,VehiclesExpense,1143,部門,020,東京,111,現金,CashHand,1143,部門,000,共通部門,,,
176,0001-20090408-50-36-1-533,1,,,,,,,,,,,account,高速代,2009-04-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,57,部門,020,東京,111,現金,CashHand,57,部門,000,共通部門,,,
178,0001-20090410-112-40-1-541,,,,,40-541,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
179,0001-20090410-112-40-1-541,0,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,727,通信費,CommunicationCost,235063,部門,040,大阪,131,普通預金,OrdinaryDeposit,235063,,,,,,
180,0001-20090410-112-40-1-541,1,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,11753,部門,040,大阪,131,普通預金,OrdinaryDeposit,11753,,,,,,
182,0001-20090410-112-40-1-541,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
183,0001-20090410-112-40-1-541,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
184,0001-20090410-129-41-1-543,,,,,41-543,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
185,0001-20090410-129-41-1-543,0,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,747,地代家賃,LandHouseRent,380000,部門,030,名古屋,131,普通預金,OrdinaryDeposit,380000,,,,,,
186,0001-20090410-129-41-1-543,1,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,19000,部門,030,名古屋,131,普通預金,OrdinaryDeposit,19000,,,,,,
188,0001-20090410-129-41-1-543,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
189,0001-20090410-129-41-1-543,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
190,0001-20090410-149-42-1-545,,,,,42-545,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
191,0001-20090410-149-42-1-545,0,,,,,,,,,,,account,食事代　うどん亭4名,2009-04-10,ISO4217:JPY,733,交際接待費,EntertainmentExpense,5486,部門,030,名古屋,111,現金,CashHand,5486,部門,000,共通部門,,,
192,0001-20090410-149-42-1-545,1,,,,,,,,,,,account,食事代　うどん亭4名,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,274,部門,030,名古屋,111,現金,CashHand,274,部門,000,共通部門,,,
194,0001-20090410-157-43-1-547,,,,,43-547,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
195,0001-20090410-157-43-1-547,0,,,,,,,,,,,account,航空券代,2009-04-10,ISO4217:JPY,726,旅費交通費,TravelingExpense,21143,部門,050,九州,131,普通預金,OrdinaryDeposit,21143,,,,,,
196,0001-20090410-157-43-1-547,1,,,,,,,,,,,account,航空券代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1057,部門,050,九州,131,普通預金,OrdinaryDeposit,1057,,,,,,
198,0001-20090410-157-43-1-547,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
199,0001-20090410-157-43-1-547,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
200,0001-20090410-162-44-1-549,,,,,44-549,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
201,0001-20090410-162-44-1-549,0,,,,,,,,,,,account,会議　食事代,2009-04-10,ISO4217:JPY,734,会議費,ConventionExpense,23805,部門,020,東京,111,現金,CashHand,23805,部門,000,共通部門,,,
202,0001-20090410-162-44-1-549,1,,,,,,,,,,,account,会議　食事代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1190,部門,020,東京,111,現金,CashHand,1190,部門,000,共通部門,,,
204,0001-20090410-167-45-1-551,,,,,45-551,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
205,0001-20090410-167-45-1-551,0,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,747,地代家賃,LandHouseRent,600000,部門,050,九州,131,普通預金,OrdinaryDeposit,600000,,,,,,
206,0001-20090410-167-45-1-551,1,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,30000,部門,050,九州,131,普通預金,OrdinaryDeposit,30000,,,,,,
208,0001-20090410-167-45-1-551,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
209,0001-20090410-167-45-1-551,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
210,0001-20090410-167-45-1-551,3,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,727,通信費,CommunicationCost,158107,部門,050,九州,131,普通預金,OrdinaryDeposit,158107,,,,,,
211,0001-20090410-167-45-1-551,4,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,7905,部門,050,九州,131,普通預金,OrdinaryDeposit,7905,,,,,,
213,0001-20090410-167-45-1-551,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
214,0001-20090410-167-45-1-551,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
215,0001-20090410-168-46-1-553,,,,,46-553,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
216,0001-20090410-168-46-1-553,0,,,,,,,,,,,account,有線,2009-04-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,6000,部門,050,九州,322,未払金,AccountsPayableOther,6000,部門,000,共通部門,,,
217,0001-20090410-168-46-1-553,1,,,,,,,,,,,account,有線,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,300,部門,050,九州,322,未払金,AccountsPayableOther,300,部門,000,共通部門,,,
219,0001-20090410-168-46-1-553,3,,,,,,,,,,,account,警備料,2009-04-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,42858,部門,050,九州,322,未払金,AccountsPayableOther,42858,部門,000,共通部門,,,
220,0001-20090410-168-46-1-553,4,,,,,,,,,,,account,警備料,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2142,部門,050,九州,322,未払金,AccountsPayableOther,2142,部門,000,共通部門,,,
221,0001-20090410-231-47-1-555,,,,,47-555,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
222,0001-20090410-231-47-1-555,0,,,,,,,,,,,account,源泉税支払,2009-04-10,ISO4217:JPY,326,預り金,DepositsReceivedOther,224870,,,,131,普通預金,OrdinaryDeposit,224870,,,,,,
223,0001-20090410-231-47-1-555,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
224,0001-20090410-231-47-1-555,0,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,,,,,,,,
226,0001-20090410-231-47-1-555,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
227,0001-20090410-231-47-1-555,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
228,0001-20090410-231-47-1-555,2,,,,,,,,,,,account,住民税支払,2009-04-10,ISO4217:JPY,326,預り金,DepositsReceivedOther,467700,,,,131,普通預金,OrdinaryDeposit,467700,,,,,,
229,0001-20090410-231-47-1-555,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
230,0001-20090410-231-47-1-555,2,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,,,,,,,,
231,0001-20090410-232-48-1-557,,,,,48-557,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
232,0001-20090410-232-48-1-557,0,,,,,,,,,,,account,家賃支払,2009-04-10,ISO4217:JPY,747,地代家賃,LandHouseRent,1200000,部門,020,東京,131,普通預金,OrdinaryDeposit,1200000,,,,,,
233,0001-20090410-232-48-1-557,1,,,,,,,,,,,account,家賃支払,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60000,部門,020,東京,131,普通預金,OrdinaryDeposit,60000,,,,,,
235,0001-20090410-232-48-1-557,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
236,0001-20090410-232-48-1-557,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
237,0001-20090410-233-49-1-559,,,,,49-559,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
238,0001-20090410-233-49-1-559,0,,,,,,,,,,,account,家賃支払,2009-04-10,ISO4217:JPY,747,地代家賃,LandHouseRent,800000,部門,040,大阪,131,普通預金,OrdinaryDeposit,800000,,,,,,
239,0001-20090410-233-49-1-559,1,,,,,,,,,,,account,家賃支払,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40000,部門,040,大阪,131,普通預金,OrdinaryDeposit,40000,,,,,,
241,0001-20090410-233-49-1-559,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
242,0001-20090410-233-49-1-559,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
243,0001-20090410-234-50-1-561,,,,,50-561,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
244,0001-20090410-234-50-1-561,0,,,,,,,,,,,account,有線,2009-04-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,5000,部門,010,札幌,322,未払金,AccountsPayableOther,5000,部門,000,共通部門,,,
245,0001-20090410-234-50-1-561,1,,,,,,,,,,,account,有線,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,250,部門,010,札幌,322,未払金,AccountsPayableOther,250,部門,000,共通部門,,,
247,0001-20090410-234-50-1-561,3,,,,,,,,,,,account,警備料,2009-04-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,34286,部門,010,札幌,322,未払金,AccountsPayableOther,34286,部門,000,共通部門,,,
248,0001-20090410-234-50-1-561,4,,,,,,,,,,,account,警備料,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1714,部門,010,札幌,322,未払金,AccountsPayableOther,1714,部門,000,共通部門,,,
249,0001-20090410-248-51-1-563,,,,,51-563,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
250,0001-20090410-248-51-1-563,0,,,,,,,,,,,account,旅費,2009-04-10,ISO4217:JPY,726,旅費交通費,TravelingExpense,9953,部門,030,名古屋,111,現金,CashHand,9953,部門,000,共通部門,,,
251,0001-20090410-248-51-1-563,1,,,,,,,,,,,account,旅費,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,497,部門,030,名古屋,111,現金,CashHand,497,部門,000,共通部門,,,
253,0001-20090410-257-52-1-565,,,,,52-565,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
255,0001-20090410-257-52-1-565,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
256,0001-20090410-257-52-1-565,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,,,,,,,,
257,0001-20090410-257-52-1-565,1,,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,2009-04-10,ISO4217:JPY,131,普通預金,OrdinaryDeposit,1428451,,,,152,売掛金,AccountsReceivableTradeGross,1428451,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
258,0001-20090410-257-52-1-565,2,,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,2009-04-10,ISO4217:JPY,741,支払手数料,CommissionExpense,700,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,700,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
259,0001-20090410-257-52-1-565,3,,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,35,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
261,0001-20090410-258-53-1-567,,,,,53-567,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
263,0001-20090410-258-53-1-567,1,,,,,,,,,,,account,09年4月10日伝票No194かめだデパート,2009-04-10,ISO4217:JPY,150,受取手形,NotesReceivableGross,7862107,部門,000,共通部門,152,売掛金,AccountsReceivableTradeGross,7862107,部門,000,共通部門,customer,028,かめだﾃﾞﾊﾟｰﾄ
264,0001-20090410-259-54-1-569,,,,,54-569,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
266,0001-20090410-259-54-1-569,1,,,,,,,,,,,account,09年4月10日伝票No472株式会社　チェック,2009-04-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1961954,部門,000,共通部門,152,売掛金,AccountsReceivableTradeGross,1961954,部門,000,共通部門,customer,003,㈱ﾁｪｯｸ
267,0001-20090410-260-55-1-571,,,,,55-571,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
269,0001-20090410-260-55-1-571,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
270,0001-20090410-260-55-1-571,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
271,0001-20090410-260-55-1-571,1,,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,2009-04-10,ISO4217:JPY,131,普通預金,OrdinaryDeposit,18417920,,,,152,売掛金,AccountsReceivableTradeGross,18417920,部門,000,共通部門,customer,014,㈱藤田
272,0001-20090410-260-55-1-571,2,,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,2009-04-10,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,014,㈱藤田
273,0001-20090410-260-55-1-571,3,,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,014,㈱藤田
275,0001-20090410-261-56-1-573,,,,,56-573,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
277,0001-20090410-261-56-1-573,1,,,,,,,,,,,account,09年4月10日伝票No271株式会社　チェック,2009-04-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,7368349,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable,7368349,部門,000,共通部門,vendor,003,㈱ﾁｪｯｸ
278,0001-20090410-262-57-1-575,,,,,57-575,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
280,0001-20090410-262-57-1-575,1,,,,,,,,,,,account,09年4月10日伝票No273株式会社　山下,2009-04-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,402696,部門,000,共通部門,131,普通預金,OrdinaryDeposit,402696,,,,vendor,008,㈱山下
281,0001-20090410-262-57-1-575,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
282,0001-20090410-262-57-1-575,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
283,0001-20090410-298-58-1-577,,,,,58-577,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
285,0001-20090410-298-58-1-577,1,,,,,,,,,,,account,手形期日落日　チェック,2009-04-10,ISO4217:JPY,301,支払手形,NotesPayableCustomerTradeAccountsPayable,7322934,部門,000,共通部門,121,当座預金,CheckingAccounts,7322934,,,,,,
286,0001-20090410-298-58-1-577,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
287,0001-20090410-298-58-1-577,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
288,0001-20090410-33-38-1-537,,,,,38-537,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
289,0001-20090410-33-38-1-537,0,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,747,地代家賃,LandHouseRent,304762,部門,010,札幌,131,普通預金,OrdinaryDeposit,304762,,,,,,
290,0001-20090410-33-38-1-537,1,,,,,,,,,,,account,家賃支払い,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15238,部門,010,札幌,131,普通預金,OrdinaryDeposit,15238,,,,,,
292,0001-20090410-33-38-1-537,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
293,0001-20090410-33-38-1-537,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
294,0001-20090410-33-38-1-537,3,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,727,通信費,CommunicationCost,156315,部門,010,札幌,131,普通預金,OrdinaryDeposit,156315,,,,,,
295,0001-20090410-33-38-1-537,4,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,7815,部門,010,札幌,131,普通預金,OrdinaryDeposit,7815,,,,,,
297,0001-20090410-33-38-1-537,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
298,0001-20090410-33-38-1-537,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
299,0001-20090410-85-39-1-539,,,,,39-539,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
300,0001-20090410-85-39-1-539,0,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,727,通信費,CommunicationCost,123037,部門,030,名古屋,131,普通預金,OrdinaryDeposit,123037,,,,,,
301,0001-20090410-85-39-1-539,1,,,,,,,,,,,account,電話代,2009-04-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6151,部門,030,名古屋,131,普通預金,OrdinaryDeposit,6151,,,,,,
303,0001-20090410-85-39-1-539,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
304,0001-20090410-85-39-1-539,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
305,0001-20090411-229-61-1-583,,,,,61-583,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
307,0001-20090411-229-61-1-583,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
308,0001-20090411-229-61-1-583,0,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,,,,,,,,
309,0001-20090411-229-61-1-583,1,,,,,,,,,,,account,資金移動,2009-04-11,ISO4217:JPY,121,当座預金,CheckingAccounts,9000000,,,,131,普通預金,OrdinaryDeposit,9000000,,,,,,
310,0001-20090411-229-61-1-583,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
311,0001-20090411-229-61-1-583,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
313,0001-20090411-229-61-1-583,3,,,,,,,,,,,account,引き出し,2009-04-11,ISO4217:JPY,111,現金,CashHand,2000000,部門,000,共通部門,131,普通預金,OrdinaryDeposit,2000000,,,,,,
314,0001-20090411-229-61-1-583,3,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
315,0001-20090411-229-61-1-583,3,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
316,0001-20090411-73-59-1-579,,,,,59-579,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
