GL02,GL02-GL55,GL55-GL60,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL55-05,GL63-01,GL63-02,GL63-03,GL56-01,GL56-02,GL69-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03
0001-20090407-57-32-1-525,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4657,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-57-32-1-525,2,,,,,,,,,,account,JR代,credit,111,現金,CashHand,97800,ISO4217:JPY,2009-04-07,部門,000,共通部門,,,
0001-20090407-58-33-1-527,,,,33-527,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090407-58-33-1-527,0,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,66667,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-58-33-1-527,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3333,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-58-33-1-527,2,,,,,,,,,,account,旅費,credit,111,現金,CashHand,70000,ISO4217:JPY,2009-04-07,部門,000,共通部門,,,
0001-20090407-69-34-1-529,,,,34-529,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090407-69-34-1-529,0,,,,,,,,,,account,お茶代,debit,791,雑費,MiscellaneousExpense,1332,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-69-34-1-529,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,66,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-69-34-1-529,2,,,,,,,,,,account,お茶代,credit,111,現金,CashHand,4378,ISO4217:JPY,2009-04-07,部門,000,共通部門,,,
0001-20090407-69-34-1-529,3,,,,,,,,,,account,コーヒー代,debit,791,雑費,MiscellaneousExpense,2839,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090407-69-34-1-529,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,141,ISO4217:JPY,2009-04-07,部門,020,東京,,,
0001-20090408-143-37-1-535,,,,37-535,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090408-143-37-1-535,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,6796,ISO4217:JPY,2009-04-08,部門,040,大阪,,,
0001-20090408-143-37-1-535,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,339,ISO4217:JPY,2009-04-08,部門,040,大阪,,,
0001-20090408-143-37-1-535,2,,,,,,,,,,account,ガソリン代,credit,111,現金,CashHand,7135,ISO4217:JPY,2009-04-08,部門,000,共通部門,,,
0001-20090408-50-36-1-533,,,,36-533,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090408-50-36-1-533,0,,,,,,,,,,account,高速代,debit,740,車両費,VehiclesExpense,1143,ISO4217:JPY,2009-04-08,部門,020,東京,,,
0001-20090408-50-36-1-533,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,57,ISO4217:JPY,2009-04-08,部門,020,東京,,,
0001-20090408-50-36-1-533,2,,,,,,,,,,account,高速代,credit,111,現金,CashHand,1200,ISO4217:JPY,2009-04-08,部門,000,共通部門,,,
0001-20090410-112-40-1-541,,,,40-541,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-112-40-1-541,0,,,,,,,,,,account,電話代,debit,727,通信費,CommunicationCost,235063,ISO4217:JPY,2009-04-10,部門,040,大阪,,,
0001-20090410-112-40-1-541,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,11753,ISO4217:JPY,2009-04-10,部門,040,大阪,,,
0001-20090410-112-40-1-541,2,,,,,,,,,,account,電話代,credit,131,普通預金,OrdinaryDeposit,246816,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-112-40-1-541,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-112-40-1-541,2,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090410-129-41-1-543,,,,41-543,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-129-41-1-543,0,,,,,,,,,,account,家賃支払い,debit,747,地代家賃,LandHouseRent,380000,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-129-41-1-543,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,19000,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-129-41-1-543,2,,,,,,,,,,account,家賃支払い,credit,131,普通預金,OrdinaryDeposit,399000,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-129-41-1-543,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-129-41-1-543,2,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090410-149-42-1-545,,,,42-545,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-149-42-1-545,0,,,,,,,,,,account,食事代　うどん亭4名,debit,733,交際接待費,EntertainmentExpense,5486,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-149-42-1-545,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,274,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-149-42-1-545,2,,,,,,,,,,account,食事代　うどん亭4名,credit,111,現金,CashHand,5760,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-157-43-1-547,,,,43-547,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-157-43-1-547,0,,,,,,,,,,account,航空券代,debit,726,旅費交通費,TravelingExpense,21143,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-157-43-1-547,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1057,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-157-43-1-547,2,,,,,,,,,,account,航空券代,credit,131,普通預金,OrdinaryDeposit,22200,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-157-43-1-547,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-157-43-1-547,2,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090410-162-44-1-549,,,,44-549,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-162-44-1-549,0,,,,,,,,,,account,会議　食事代,debit,734,会議費,ConventionExpense,23805,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-162-44-1-549,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1190,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-162-44-1-549,2,,,,,,,,,,account,会議　食事代,credit,111,現金,CashHand,24995,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-167-45-1-551,,,,45-551,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-167-45-1-551,0,,,,,,,,,,account,家賃支払い,debit,747,地代家賃,LandHouseRent,600000,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-167-45-1-551,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,30000,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-167-45-1-551,2,,,,,,,,,,account,家賃支払い,credit,131,普通預金,OrdinaryDeposit,630000,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-167-45-1-551,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-167-45-1-551,2,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090410-167-45-1-551,3,,,,,,,,,,account,電話代,debit,727,通信費,CommunicationCost,158107,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-167-45-1-551,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,7905,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-167-45-1-551,5,,,,,,,,,,account,電話代,credit,131,普通預金,OrdinaryDeposit,166012,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-167-45-1-551,5,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-167-45-1-551,5,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090410-168-46-1-553,,,,46-553,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-168-46-1-553,0,,,,,,,,,,account,有線,debit,791,雑費,MiscellaneousExpense,6000,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-168-46-1-553,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,300,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-168-46-1-553,2,,,,,,,,,,account,有線,credit,322,未払金,AccountsPayableOther,51300,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-168-46-1-553,3,,,,,,,,,,account,警備料,debit,791,雑費,MiscellaneousExpense,42858,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-168-46-1-553,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2142,ISO4217:JPY,2009-04-10,部門,050,九州,,,
0001-20090410-231-47-1-555,,,,47-555,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-231-47-1-555,0,,,,,,,,,,account,源泉税支払,debit,326,預り金,DepositsReceivedOther,224870,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-231-47-1-555,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-231-47-1-555,0,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,
0001-20090410-231-47-1-555,1,,,,,,,,,,account,源泉税支払,credit,131,普通預金,OrdinaryDeposit,692570,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-231-47-1-555,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-231-47-1-555,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090410-231-47-1-555,2,,,,,,,,,,account,住民税支払,debit,326,預り金,DepositsReceivedOther,467700,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-231-47-1-555,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-231-47-1-555,2,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,
0001-20090410-232-48-1-557,,,,48-557,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-232-48-1-557,0,,,,,,,,,,account,家賃支払,debit,747,地代家賃,LandHouseRent,1200000,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-232-48-1-557,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60000,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-232-48-1-557,2,,,,,,,,,,account,家賃支払,credit,131,普通預金,OrdinaryDeposit,1260000,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-232-48-1-557,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-232-48-1-557,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090410-233-49-1-559,,,,49-559,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-233-49-1-559,0,,,,,,,,,,account,家賃支払,debit,747,地代家賃,LandHouseRent,800000,ISO4217:JPY,2009-04-10,部門,040,大阪,,,
0001-20090410-233-49-1-559,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40000,ISO4217:JPY,2009-04-10,部門,040,大阪,,,
0001-20090410-233-49-1-559,2,,,,,,,,,,account,家賃支払,credit,131,普通預金,OrdinaryDeposit,840000,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-233-49-1-559,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-233-49-1-559,2,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090410-234-50-1-561,,,,50-561,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-234-50-1-561,0,,,,,,,,,,account,有線,debit,791,雑費,MiscellaneousExpense,5000,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-234-50-1-561,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,250,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-234-50-1-561,2,,,,,,,,,,account,有線,credit,322,未払金,AccountsPayableOther,41250,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-234-50-1-561,3,,,,,,,,,,account,警備料,debit,791,雑費,MiscellaneousExpense,34286,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-234-50-1-561,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1714,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-248-51-1-563,,,,51-563,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-248-51-1-563,0,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,9953,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-248-51-1-563,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,497,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-248-51-1-563,2,,,,,,,,,,account,旅費,credit,111,現金,CashHand,10450,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-257-52-1-565,,,,52-565,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-257-52-1-565,0,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,debit,131,普通預金,OrdinaryDeposit,1428451,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-257-52-1-565,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-257-52-1-565,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090410-257-52-1-565,1,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,credit,152,売掛金,AccountsReceivableTradeGross,1428451,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
0001-20090410-257-52-1-565,2,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,debit,741,支払手数料,CommissionExpense,700,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-257-52-1-565,3,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-257-52-1-565,4,,,,,,,,,,account,09年4月10日伝票No193株式会社　ミナミ,credit,152,売掛金,AccountsReceivableTradeGross,735,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
0001-20090410-258-53-1-567,,,,53-567,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-258-53-1-567,0,,,,,,,,,,account,09年4月10日伝票No194かめだデパート,debit,150,受取手形,NotesReceivableGross,7862107,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-258-53-1-567,1,,,,,,,,,,account,09年4月10日伝票No194かめだデパート,credit,152,売掛金,AccountsReceivableTradeGross,7862107,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,028,かめだﾃﾞﾊﾟｰﾄ
0001-20090410-259-54-1-569,,,,54-569,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-259-54-1-569,0,,,,,,,,,,account,09年4月10日伝票No472株式会社　チェック,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1961954,ISO4217:JPY,2009-04-10,部門,000,共通部門,vendor,003,㈱ﾁｪｯｸ
0001-20090410-259-54-1-569,1,,,,,,,,,,account,09年4月10日伝票No472株式会社　チェック,credit,152,売掛金,AccountsReceivableTradeGross,1961954,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,003,㈱ﾁｪｯｸ
0001-20090410-260-55-1-571,,,,55-571,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-260-55-1-571,0,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,debit,131,普通預金,OrdinaryDeposit,18417920,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-260-55-1-571,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-260-55-1-571,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090410-260-55-1-571,1,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,credit,152,売掛金,AccountsReceivableTradeGross,18417920,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,014,㈱藤田
0001-20090410-260-55-1-571,2,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,debit,741,支払手数料,CommissionExpense,800,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-260-55-1-571,3,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,ISO4217:JPY,2009-04-10,部門,020,東京,,,
0001-20090410-260-55-1-571,4,,,,,,,,,,account,09年4月10日伝票No494株式会社　藤田東京本社,credit,152,売掛金,AccountsReceivableTradeGross,840,ISO4217:JPY,2009-04-10,部門,000,共通部門,customer,014,㈱藤田
0001-20090410-261-56-1-573,,,,56-573,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-261-56-1-573,0,,,,,,,,,,account,09年4月10日伝票No271株式会社　チェック,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,7368349,ISO4217:JPY,2009-04-10,部門,000,共通部門,vendor,003,㈱ﾁｪｯｸ
0001-20090410-261-56-1-573,1,,,,,,,,,,account,09年4月10日伝票No271株式会社　チェック,credit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,7368349,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-262-57-1-575,,,,57-575,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-262-57-1-575,0,,,,,,,,,,account,09年4月10日伝票No273株式会社　山下,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,402696,ISO4217:JPY,2009-04-10,部門,000,共通部門,vendor,008,㈱山下
0001-20090410-262-57-1-575,1,,,,,,,,,,account,09年4月10日伝票No273株式会社　山下,credit,131,普通預金,OrdinaryDeposit,402696,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-262-57-1-575,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-262-57-1-575,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090410-298-58-1-577,,,,58-577,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-298-58-1-577,0,,,,,,,,,,account,手形期日落日　チェック,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,7322934,ISO4217:JPY,2009-04-10,部門,000,共通部門,,,
0001-20090410-298-58-1-577,1,,,,,,,,,,account,手形期日落日　チェック,credit,121,当座預金,CheckingAccounts,7322934,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-298-58-1-577,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-298-58-1-577,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090410-33-38-1-537,,,,38-537,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-33-38-1-537,0,,,,,,,,,,account,家賃支払い,debit,747,地代家賃,LandHouseRent,304762,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-33-38-1-537,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15238,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-33-38-1-537,2,,,,,,,,,,account,家賃支払い,credit,131,普通預金,OrdinaryDeposit,320000,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-33-38-1-537,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-33-38-1-537,2,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090410-33-38-1-537,3,,,,,,,,,,account,電話代,debit,727,通信費,CommunicationCost,156315,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-33-38-1-537,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,7815,ISO4217:JPY,2009-04-10,部門,010,札幌,,,
0001-20090410-33-38-1-537,5,,,,,,,,,,account,電話代,credit,131,普通預金,OrdinaryDeposit,164130,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-33-38-1-537,5,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-33-38-1-537,5,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090410-85-39-1-539,,,,39-539,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090410-85-39-1-539,0,,,,,,,,,,account,電話代,debit,727,通信費,CommunicationCost,123037,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-85-39-1-539,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6151,ISO4217:JPY,2009-04-10,部門,030,名古屋,,,
0001-20090410-85-39-1-539,2,,,,,,,,,,account,電話代,credit,131,普通預金,OrdinaryDeposit,129188,ISO4217:JPY,2009-04-10,,,,,,
0001-20090410-85-39-1-539,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090410-85-39-1-539,2,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090411-229-61-1-583,,,,61-583,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090411-229-61-1-583,0,,,,,,,,,,account,資金移動,debit,121,当座預金,CheckingAccounts,9000000,ISO4217:JPY,2009-04-11,,,,,,
0001-20090411-229-61-1-583,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090411-229-61-1-583,0,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090411-229-61-1-583,1,,,,,,,,,,account,資金移動,credit,131,普通預金,OrdinaryDeposit,9000000,ISO4217:JPY,2009-04-11,,,,,,
0001-20090411-229-61-1-583,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090411-229-61-1-583,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
