num,group,UN _CCL_ID,kind,den1,den2,den3,den4,den5,den6,den7,den8,den9,den10,den11,den12,den,name,name_ja,desc_ja,occurs,ver,identifier
403,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（参照）注文書番号,この明細文書が参照する注文書に記載の文書番号。注文履歴番号(枝番)を利用している場合は「注文番号＋注文履歴番号」に変換する,0..1,v4, 
404,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（参照）注文書履歴番号,この明細文書が参照する注文書の変更履歴を管理する番号。,0..1,v4,
405,ヘッダ部,UN01005963,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,ram:ContractReferencedCIReferencedDocument,明細文書契約／参照契約書グループ,明細文書が参照する契約書に関するグループ。,0..1,v4, 
406,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,（参照）契約文書クラス,明細文書が参照する契約文書に関る情報からなるクラス。,－,v4, 
407,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（参照）契約文書番号,この明細文書が参照する契約書に記載の文書番号,0..1,v4, 
408,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（参照）契約書履歴番号,この文書が参照する契約書の変更履歴を管理する番号。,0..1,v4,
409,ヘッダ部,UN01005991,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,ram:SpecifiedCIILSupplyChainTradeDelivery,明細文書／配送グループ,明細文書の配送に関する情報からなるグループ。,0..1,v4, 
410,ヘッダ部,UN01005968,ABIE,,,,,CIIL_ Supply Chain_ Trade Delivery. Details,,,,,,,,CIIL_ Supply Chain_ Trade Delivery. Details,ram:CIILSupplyChainTradeDeliveryType,明細文書配送クラス,明細文書の配送に関する情報からなるクラス。,－,v4, 
411,ヘッダ部,UN01005980,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,,,,,,,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,ram:ShipToCITradeParty,明細文書配送／納入先グループ,この明細文書の納入先に関するグループ,0..1,v4, 
412,ヘッダ部,UN01005756,ABIE,,,,,,,CI_ Trade_ Party. Details,,,,,,CI_ Trade_ Party. Details,ram:CITradePartyType,納入先クラス,納入先に関する情報からなるクラス。,－,v4, 
413,ヘッダ部,UN01005757,BBIE,,,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,CI_ Trade_ Party. Identification. Identifier,ram:ID,納入先コード,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したコード。,0..1,v4, 
414,ヘッダ部,UN01005758,BBIE,,,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,ram:GlobalID,納入先国際企業コード,納入先企業を表す国際企業コード。中小企業共通EDIでは法人番号を利用,0..1,v4,コード表識別子
415,ヘッダ部,UN01005759,BBIE,,,,,,,,CI_ Trade_ Party. Name. Text,,,,,CI_ Trade_ Party. Name. Text,ram:Name,納入先名称,納入先の企業/工場・事業所・事業部門等の名称,0..1,v4,"言語コード
ISO639"
416,ヘッダ部,UN01005762,ASBIE,,,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,ram:PostalCITradeAddress,納入先／住所グループ,納入先企業の住所情報に関するグループ。,0..1,v4, 
417,ヘッダ部,UN01005687,ABIE,,,,,,,,,CI_ Trade_ Address. Details,,,,CI_ Trade_ Address. Details,ram:CITradeAddressType,納入先住所クラス,住所に関する情報からなるクラス。,－,v4, 
418,ヘッダ部,UN01005689,BBIE,,,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,CI_ Trade_ Address. Postcode. Code,ram:PostcodeCode,納入先郵便番号,納入先の郵便番号,0..1,v4, 
419,ヘッダ部,UN01005692,BBIE,,,,,,,,,,CI_ Trade_ Address. Line One. Text,,,CI_ Trade_ Address. Line One. Text,ram:LineOne,納入先住所1,納入先の住所1行目,0..1,v4,"言語コード
ISO639"
420,ヘッダ部,UN01005693,BBIE,,,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,CI_ Trade_ Address. Line Two. Text,ram:LineTwo,納入先住所2,納入先の住所2行目。,0..1,v4,"言語コード
ISO639"
421,ヘッダ部,UN01005694,BBIE,,,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,CI_ Trade_ Address. Line Three. Text,ram:LineThree,納入先住所3,納入先の住所3行目。,0..1,v4,"言語コード
ISO639"
422,ヘッダ部,UN01005700,BBIE,,,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,CI_ Trade_ Address. Country. Identifier,ram:CountryID,納入先国識別子,納入先の国ID。デフォルトは「JP」,1..1,v4,ISO3166
423,ヘッダ部,UN01005986,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,,,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,ram:ActualDeliveryCISupplyChainEvent,明細文書配送／イベントグループ,この明細文書の発送イベントのグループ,0..1,v4, 
424,ヘッダ部,UN01005626,ABIE,,,,,,,CI_ Supply Chain_ Event. Details,,,,,,CI_ Supply Chain_ Event. Details,ram:CISupplyChainEventType,イベントクラス,配送にかかわるイベントのクラス,－,v4, 
425,ヘッダ部,UN01005628,BBIE,,,,,,,,CI_ Supply Chain_ Event. Occurrence. Date Time,,,,,CI_ Supply Chain_ Event. Occurrence. Date Time,ram:OccurrenceDateTime,配送日,納入先へ発送した日時,0..1,v4,日時様式
426,ヘッダ部,UN01006041,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Delivery Note_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Delivery. Delivery Note_ Referenced. CI_ Referenced_ Document,ram:DeliveryNoteReferencedCIReferencedDocument,明細文書配送／参照納品書グループ,この明細文書が参照する納品書（出荷案内書、送り状等）のグループ,0..n,v4, 
427,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,（参照）納品書クラス,明細文書が参照する納品書のクラス,－,v4, 
428,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（参照）納品書番号,この明細文書が参照する受注者が付番した納品書番号,1..1,v4, 
429,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（参照）納品書履歴番号,この明細文書が参照する納品書の変更履歴を管理する番号。,0..1,v4,
430,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,（参照）納品書タイプコード,"この明細文書が参照する納品書のタイプを識別するコード
デフォルトは「納品書」",1..1,v4,UNCL1001
431,ヘッダ部,UN01013318,BBIE,,,,,,,,CI_ Referenced_ Document. Category. Code,,,,,CI_ Referenced_ Document. Category. Code,ram:CategoryCode,（参照）納品書類型コード,"この明細文書が参照する納品書の類型（適格請求書等対応、適格請求書等部分対応、適格請求書非適合）を識別するコード
デフォルトは「適格請求書非適合」",1..1,v4,JECxxxx
432,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,（参照）文書サブタイプコード,"この明細文書が参照する納品書のサブタイプを識別するコード
デフォルトは「納品書」",1..1,v4,JECxxxx
433,ヘッダ部,UN01005992,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,ram:SpecifiedCIILSupplyChainTradeSettlement,明細文書／決済グループ,"明細文書の決済に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない",0..1,v4, 
434,ヘッダ部,UN01005994,ABIE,,,,,CIIL_ Supply Chain_ Trade Settlement. Details,,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Details,ram:CIILSupplyChainTradeSettlementType,明細文書決済クラス,明細文書の決済に関する情報からなるクラス。,－,v4, 
435,ヘッダ部,UN01014647,BBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,ram:DirectionCode,明細文書取引方向コード,"この明細文書の取引方向を識別するコード
デフォルトは「プラス」",1..1,v4,JECxxxx
436,ヘッダ部,UN01005998,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,明細文書決済／明細文書返金グループ,明細文書の返金グループ,0..n,v4, 
437,ヘッダ部,UN01005706,ABIE,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,明細文書返金クラス,明細文書返金のクラス, -,v4, 
438,ヘッダ部,UN01005707,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,ram:ChargeIndicator,明細文書返金・追加請求識別コード,"明細文書返金と明細文書追加請求を識別するコード
属性：Fault=Allowance",1..1,v4, 
439,ヘッダ部,UN01005710,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,ram:CalculationPercent,明細文書返金計算率,この明細文書返金を計算するための率,0..1,v4,
440,ヘッダ部,UN01005713,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,ram:ActualAmount,明細文書返金金額,この明細文書返金の請求金悪,0..1,v4,"通貨コード
ISO4217"
441,ヘッダ部,UN01005714,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,CI_ Trade_ Allowance Charge. Reason. Code,ram:ReasonCode,明細文書返金理由コード,この明細文書返金の理由を識別するコード,0..1,v4,UNCL5189
442,ヘッダ部,UN01005715,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,CI_ Trade_ Allowance Charge. Reason. Text,ram:Reason,明細文書返金理由,この明細文書返金の理由（内容）の説明,0..1,v4,"言語コード
ISO639"
443,ヘッダ部,UN01008286,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,ram:BasisAmount,明細文書返金計算金額,この明細文書返金の計算根拠となる金額,0..1,v4,"通貨コード
ISO4217"
444,ヘッダ部,UN01005716,ASBIE,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,ram:CategoryCITradeTax,明細文書返金／明細文書返金税グループ,明細文書返金の税に関するグループ,0..n,v4, 
445,ヘッダ部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,明細文書返金税クラス,明細文書返金の税クラス,－,v4, 
446,ヘッダ部,UN01005833,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,明細文書返金税額,明細文書の返金税額,1..1,v4,"通貨コード
ISO4217"
447,ヘッダ部,UN01005836,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,明細文書返金税率,明細文書返金の税率,1..1,v4, 
448,ヘッダ部,UN01005839,BBIE,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,CI_ Trade_ Tax. Basis. Amount,ram:BasisAmount,明細文書課税分類返金合計金額,明細文書の課税分類返金合計金額,1..1,v4,"通貨コード
ISO4217"
449,ヘッダ部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,明細文書返金課税分類コード,明細文書返金の課税分類コード,1..1,v4,UNCL5305
450,ヘッダ部,UN01005998,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,明細文書文書決済／明細文書追加請求グループ,明細文書の明細文書追加請求のグループ,0..n,v4, 
451,ヘッダ部,UN01005706,ABIE,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,明細文書追加請求クラス,明細文書返金・追加請求のクラス, -,v4, 
452,ヘッダ部,UN01005707,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,ram:ChargeIndicator,明細文書追加請求識別コード,"明細文書返金と明細文書追加請求を識別するコード
属性：True＝Charge",1..1,v4, 
453,ヘッダ部,UN01005710,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,ram:CalculationPercent,明細文書追加請求計算率,この明細文書追加請求を計算するための率,0..1,v4,
454,ヘッダ部,UN01005713,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,ram:ActualAmount,明細文書追加請求金額,この明細文書追加請求の請求金悪,0..1,v4,"通貨コード
ISO4217"
455,ヘッダ部,UN01005714,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,CI_ Trade_ Allowance Charge. Reason. Code,ram:ReasonCode,明細文書追加請求理由コード,この明細文書追加請求の理由を識別するコード,0..1,v4,UNCL5189
456,ヘッダ部,UN01005715,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,CI_ Trade_ Allowance Charge. Reason. Text,ram:Reason,明細文書追加請求理由,この明細文書追加請求の理由（内容）の説明,0..1,v4,"言語コード
ISO639"
457,ヘッダ部,UN01008286,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,ram:BasisAmount,明細文書追加請求計算金額,この明細文書追加請求の計算根拠となる金額,0..1,v4,"通貨コード
ISO4217"
458,ヘッダ部,UN01005716,ASBIE,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,ram:CategoryCITradeTax,明細文書返金／明細文書返金税グループ,明細文書返金の税に関するグループ,0..n,v4, 
459,ヘッダ部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,明細文書返金税・追加請求クラス,明細文書返金・追加請求の税クラス,－,v4, 
460,ヘッダ部,UN01005833,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,明細文書返金・追加請求税額,明細文書の返金・追加請求税額,1..1,v4,"通貨コード
ISO4217"
461,ヘッダ部,UN01005836,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,明細文書返金・追加請求税率,明細文書返金・追加請求の税率,1..1,v4, 
462,ヘッダ部,UN01005839,BBIE,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,CI_ Trade_ Tax. Basis. Amount,ram:BasisAmount,明細文書課税分類返金・追加請求合計金額,明細文書の課税分類返金・追加請求合計金額,1..1,v4,"通貨コード
ISO4217"
463,ヘッダ部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,明細文書返金・追加請求課税分類コード,明細文書返金・追加請求の課税分類コード,1..1,v4,UNCL5305
464,ヘッダ部,UN01005996,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,ram:ApplicableCITradeTax,明細文書決済／明細文書税グループ,"明細文書の税に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一文書」を指定する場合はこのグループは実装しない。",0..1,v4, 
465,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,明細文書税クラス,明細文書の税に関する情報からなるクラス, -,v4, 
466,ヘッダ部,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,明細文書課税分類税額,"明細文書の課税分類毎に端数処理計算した税額。
明細文書課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",1..1,v4,"通貨コード
ISO4217"
467,ヘッダ部,UN01005834,BBIE,,,,,,,,CI_ Trade_ Tax. Type. Code,,,,,CI_ Trade_ Tax. Type. Code,ram:TypeCode,明細文書税タイプコード,税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税,0..1,v4,UNCL5153
468,ヘッダ部,UN01005839,BBIE,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,CI_ Trade_ Tax. Basis. Amount,ram:BasisAmount,明細文書課税分類譲渡資産合計金額（税抜き）,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額
明細文書譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）",1..1,v4,"通貨コード
ISO4217"
469,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,明細文書課税分類コード,明細文書の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,1..1,v4,UNCL5305
470,ヘッダ部,UN01005850,BBIE,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,CI_ Trade_ Tax. Category Name. Text,ram:CategoryName,明細文書課税分類名,明細文書の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1,v4,"言語コード
ISO639"
471,ヘッダ部,UN01007174,BBIE,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,ram:RateApplicablePercent,明細文書税率,明細文書ヘッダの課税分類毎の税額計算のための率。,1..1,v4,
472,ヘッダ部,UN01013040,BBIE,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,,,CI_ Trade_ Tax. Grand Total. Amount,ram:GrandTotalAmount,明細文書課税分類譲渡資産合計金額(税込み),明細行の課税分類毎の税額を含む譲渡資産金額の合計金額,1..1,v4,"通貨コード
ISO4217"
473,ヘッダ部,UN01013096,BBIE,,,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,CI_ Trade_ Tax. Calculation Method. Code,ram:CalculationMethodCode,明細文書税計算方式,"明細文書の金額の税込み、税抜きを指定。
デフォルトは「税抜き」",1..1,v4,JECxxxx
474,ヘッダ部,UN01014650,BBIE,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,ram:LocalTaxSystemID,明細文書適用税制識別子,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1,v4,JECxxxx
475,ヘッダ部,UN01005997,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,ram:BillingCISpecifiedPeriod,明細文書決済／取引期間グループ,明細文書の取引期間に関するグループ,0..1,v4, 
476,ヘッダ部,UN01005608,ABIE,,,,,,,CI_ Specified_ Period. Details,,,,,,CI_ Specified_ Period. Details,ram:CISpecifiedPeriodType,明細文書取引期間クラス,取引期間に関する情報からなるクラス,－,v4, 
477,ヘッダ部,UN01005612,BBIE,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,CI_ Specified_ Period. Start. Date Time,ram:StartDateTime,明細文書取引開始日,この明細文書の取引開始日,1..1,v4,日時様式
478,ヘッダ部,UN01005613,BBIE,,,,,,,,CI_ Specified_ Period. End. Date Time,,,,,CI_ Specified_ Period. End. Date Time,ram:EndDateTime,明細文書取引終了日,この明細文書の取引終了日,1..1,v4,日時様式
479,ヘッダ部,UN01006002,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,ram:SpecifiedCIILTradeSettlementMonetarySummation,明細文書決済／合計金額グループ,"明細文書の合計金額に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループを実装。「単一文書」を指定する場合はこのグループは実装しない。",0..1,v4, 
480,ヘッダ部,UN01006006,ABIE,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Details,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Details,ram:CIILTradeSettlementMonetarySummationType,明細文書合計金額クラス,明細文書合計金額に関する情報からなるクラス,－,v4, 
481,ヘッダ部,UN01006011,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,ram:TaxTotalAmount,明細文書合計税額,"明細文書の合計税額
統合請求書パターン１・パターン2の場合は明細文書の税額計算は行わない",0..1,v4,"通貨コード
ISO4217"
482,ヘッダ部,UN01008456,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,ram:NetLineTotalAmount,明細文書合計金額(税抜き),明細文書明細行の合計金額（税抜き）,1..1,v4,"通貨コード
ISO4217"
483,ヘッダ部,UN01008457,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,ram:NetIncludingTaxesLineTotalAmount,明細文書合計金額(税込み),明細文書明細行の合計金額（税込み）,0..1,v4,"通貨コード
ISO4217"
484,ヘッダ部,UN01011519,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,ram:GrandTotalAmount,明細文書総合計金額,"明細文書の総合計金額（税込み）
=明細文書合計金額（税抜き）＋明細文書合計税額",1..1,v4,"通貨コード
ISO4217"
485,ヘッダ部,UN01006003,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,ram:SpecifiedCIFinancialAdjustment,明細文書決済／調整グループ,"明細文書の調整に関するグループ
調整ユースケースで文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一文書」を指定する場合はこのグループは実装しない。",0..n,v4, 
486,ヘッダ部,UN01005487,ABIE,,,,,,,CI_ Financial_ Adjustment. Details,,,,,,CI_ Financial_ Adjustment. Details,ram:CIFinancialAdjustmentType,明細文書調整クラス,明細文書の調整に関する情報からなるクラス,－,v4, 
487,ヘッダ部,UN01005488,BBIE,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,CI_ Financial_ Adjustment. Reason. Code,ram:ReasonCode,明細文書調整理由コード,調明細文書の整理由を示す識別コード,0..1,v4,UNCL4465
488,ヘッダ部,UN01005489,BBIE,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,CI_ Financial_ Adjustment. Reason. Text,ram:Reason,明細文書調整理由,明細文書の調整理由を文字で表現した内容,0..1,v4,"言語コード
ISO639"
489,ヘッダ部,UN01005490,BBIE,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,CI_ Financial_ Adjustment. Actual. Amount,ram:ActualAmount,明細文書調整金額,"明細文書の調整金額
'=（修正インボイス明細金額ー前回インボイス明細金額）",1..1,v4,"通貨コード
ISO4217"
490,ヘッダ部,UN01014649,BBIE,,,,,,,,CI_ Financial_ Adjustment. Direction. Code,,,,,CI_ Financial_ Adjustment. Direction. Code,ram:DirectionCode,明細文書調整取引方向コード,"明細文書調整金額、および税額の＋ーを識別するコード
調整ユースケースでは必須",1..1,v4,JECxxxx
491,ヘッダ部,UN01009671,ASBIE,,,,,,,,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,,,,,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,ram:InvoiceReferenceCIReferencedDocument,明細文書調整／修正インボイス参照文書グループ,明細文書の調整で修正インボイス文書が参照する文書に関するグループ,0..1,v4, 
492,ヘッダ部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,修正インボイス参照明細文書クラス,この明細文書調整で修正インボイス文書が参照する文書のクラス,－,v4, 
493,ヘッダ部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（明細文書調整）修正インボイス参照文書番号,この明細文書調整で修正インボイス文書が参照する文書に記載の文書番号,1..1,v4, 
494,ヘッダ部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,（明細文書調整）修正インボイス参照文書発行日,この明細文書調整で修正インボイスが参照する文書に記載の発行日付,0..1,v4,日時様式
495,ヘッダ部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,CI_ Referenced_ Document. Reference_ Type. Code,ram:ReferenceTypeCode,"（明細文書調整）修正インボイス参照文書参照タイプコード
","この明細文書調整で修正インボイスが参照する文書の参照タイプを識別するコード
デフォルトは前回インボイス参照",1..1,v4,UNCL1153
